id,ExpID,PatternID,DeviceID,LineNo_ATT,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,ThI,ABst,ThH,DAlt,TAlt,DCRt,CRt,VDop,HAcc,VAcc,SAcc,Delta,Status,GMS,NSats,Alt.1,Spd,GCrs,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,AccZ_2,MagX,MagY,MagZ,MagZ_2,C1,C2,C3,Lat,Lng
10,6,2,F450,14306,-0.83,-1.0,0.68,-0.37,359.96,344.18,0.09,0.02,0.4995492,9.73e-05,0.4973755,-1.296357,0.5674034,-62,-63,1.12,0.58,0.96,0.2,200,4,554819200,14,214.48,0.255,255.6235,0.1237792,0.158555,-0.3494527,-0.3023494,-1.044425,-10.96686,-10.26155,370,102,-196,-269,1651,1558,1643,-6.557156699999998,106.7339623
11,6,2,F450,14316,-0.02,0.78,1.01,1.3,359.96,340.58,0.1,0.02,0.5002907,0.000163615,0.4973755,-1.396356,0.4682769,-63,-59,1.12,0.58,0.96,0.27,200,4,554819400,14,214.43,0.023,255.6235,0.130654,0.1259152,-0.2617255,-0.17303110000000002,-0.4847839,-10.09998,-9.164631,370,127,-189,-258,1639,1579,1608,-6.557156699999998,106.7339618
12,6,2,F450,14326,-0.18,0.85,0.43,2.55,359.96,337.86,0.1,0.01,0.5082703,0.000570476,0.4973755,-1.496356,0.3812168,-64,-57,1.12,0.58,0.96,0.27,200,4,554819600,14,214.4,0.314,172.6786,-0.1606221,-0.02948803,-0.2107223,-0.09379953,0.3909745,-10.46846,-9.92429,366,136,-176,-255,1631,1590,1596,-6.557156699999998,106.733962
13,6,2,F450,14336,-0.48,-1.41,-0.7,1.42,359.96,335.53,0.1,0.02,0.50971,0.000261366,0.4973755,-1.596356,0.291056,-65,-61,1.12,0.57,0.96,0.28,200,4,554819800,14,214.3,0.087,172.6786,-0.1626994,-0.2764475,-0.1727413,-0.1407914,0.1207829,-9.975992,-9.947937,363,164,-168,-265,1601,1629,1646,-6.5571568,106.7339624
14,6,2,F450,14346,0.03,-2.73,-1.76,-1.3,359.96,333.62,0.1,0.01,0.4991439,0.000705808,0.4973755,-1.6963549999999998,0.198413,-66,-65,1.12,0.57,0.96,0.29,200,4,554820000,14,214.26,0.098,172.6786,0.02466665,-0.09349316,-0.1385347,-0.3186394,0.09455258,-11.60596,-11.02401,350,176,-180,-258,1627,1609,1630,-6.5571568,106.7339625
15,6,2,F450,14356,0.97,-1.53,-2.26,-1.51,358.56,331.85,0.11,0.02,0.4944251,0.000380695,0.4973755,-1.796356,0.1107215,-67,-61,1.12,0.57,0.96,0.26,200,4,554820200,14,214.15,0.249,155.4587,0.14793620000000002,0.1706385,-0.15767179999999995,-0.34121490000000004,-0.7935728,-10.35496,-10.95245,345,198,-195,-276,1623,1610,1614,-6.557156900000002,106.7339626
16,6,2,F450,14366,1.56,0.88,-2.54,0.06,356.64,330.03,0.09,0.03,0.4710094,5.350000000000001e-05,0.4973755,-1.896356,0.025858,-69,-64,1.12,0.57,0.96,0.24,200,4,554820400,14,214.05,0.187,213.3477,0.06879473,-0.09386605,-0.1649944,0.1967105,-0.1530499,-10.2493,-9.551751,336,196,-195,-275,1606,1614,1585,-6.557157000000001,106.7339624
17,6,2,F450,14376,1.43,0.24,-3.29,-1.4,354.89,328.22,0.09,0.03,0.4705163,0.000140399,0.4973755,-1.996356,-0.06675236,-69,-62,1.35,0.57,0.96,0.27,200,4,554820600,13,213.95,0.17800000000000002,213.3477,-0.2455156,-0.241744,-0.144679,-0.268108,0.512737,-11.13923,-10.38711,329,203,-203,-275,1616,1595,1604,-6.5571568,106.7339622
18,6,2,F450,14386,1.46,-0.58,-3.86,-3.4,353.23,326.55,0.12,0.02,0.4623565,0.000836611,0.4973755,-2.096356,-0.169729,-69,-63,1.35,0.57,0.96,0.26,200,4,554820800,13,213.83,0.262,213.3477,0.2213629,-0.04616201,-0.09742271,0.08560544,0.5579473,-10.44617,-10.14977,316,213,-204,-283,1618,1598,1610,-6.5571565000000005,106.733962
19,6,2,F450,14396,1.71,1.65,-3.19,-3.1,352.44,325.77,0.11,0.03,0.4317286,0.000802815,0.4973755,-2.196356,-0.2743068,-69,-63,1.35,0.57,0.96,0.12,200,4,554821000,13,213.79,0.597,196.918,-0.9584464,0.9728405,0.13100209999999998,-2.673793,-3.141088,-13.08075,-12.29986,309,228,-207,-288,1604,1589,1582,-6.5571568,106.7339617
20,6,2,F450,14406,5.0,-3.53,-5.37,0.28,352.31,326.13,0.09,0.03,0.3197362,0.00054878,0.4973755,-2.2963560000000003,-0.2878116,-77,-20,1.35,0.57,0.96,0.31,200,4,554821200,13,213.83,0.009000001,196.918,-0.1003825,0.1819781,-0.4858782999999999,0.07600139,1.794605,-8.091498,-7.810792,317,229,-175,-220,1427,1466,1512,-6.5571573,106.7339614
21,6,2,F450,14416,5.15,-3.83,-3.67,-0.88,347.65,321.0,0.11,0.02,0.08262946,0.000192002,0.4973755,-2.396356,-0.2888485,-87,-7,1.35,0.57,0.96,0.29,200,4,554821400,13,213.82,0.006999999999999999,196.918,0.001490182,-0.02087847,0.1782475,-0.07013498,0.5157537,-10.39061,-9.918512,314,253,-178,-220,1300,1444,1339,-6.5571573,106.7339613
22,6,2,F450,14426,5.31,-3.72,-4.3,-0.87,347.55,322.43,0.14,0.03,-0.04740301,-0.000102993,0.4973755,-2.496356,-0.2881895,-97,-7,1.35,0.57,0.96,0.18,200,4,554821600,13,213.84,0.036000000000000004,196.918,-0.02555223,-0.09067018,-0.13550420000000002,0.4072241,0.5148050999999999,-9.729252,-9.261102,301,254,-185,-224,1187,1392,1366,-6.5571573,106.7339612
23,6,2,F450,14436,6.3,-3.82,-4.81,-1.03,347.55,321.76,0.12,0.03,-0.06014178,-0.000144277,0.4973755,-2.596356,-0.2889958,-107,-6,1.35,0.57,0.96,0.26,200,4,554821800,13,213.85,0.006999999999999999,196.918,-0.02991121,-0.03912415,0.08633193,0.05376457,0.07029548,-10.12426,-9.784952,304,265,-183,-221,1211,1333,1306,-6.5571573,106.733961
24,6,2,F450,14446,3.43,-3.71,-4.92,-0.99,347.55,321.69,0.1,0.03,-0.1050712,-0.000238925,0.4973755,-2.696356,-0.2917896,-117,-7,1.35,0.57,0.96,0.22,200,4,554822000,13,213.84,0.022,196.918,-0.1142254,-0.0140898,0.06620594,-0.7075213,0.3951143,-10.61609,-10.63809,297,250,-184,-213,1289,1209,1244,-6.5571574,106.7339608
25,6,2,F450,14456,1.11,-3.89,-4.92,-1.06,347.55,321.97,0.08,0.04,-0.1121546,-0.00028231700000000003,0.4973755,-2.796355,-0.2956906,-127,-7,1.35,0.56,0.96,0.25,200,4,554822200,13,213.85,0.025,196.918,0.09509183,0.00772508,-0.06489706,-0.2628625,-0.1102487,-10.32534,-9.471035,303,261,-183,-221,1187,1338,1299,-6.5571574,106.7339605
26,6,2,F450,14466,1.77,-3.66,-5.05,-1.1,347.55,321.98,0.07,0.04,-0.1423034,-0.00032387700000000003,0.4973755,-2.896355,-0.2979427,-137,-8,1.35,0.56,0.96,0.13,200,4,554822400,13,213.85,0.028,196.918,0.006914231999999999,0.007028621,-0.03827298,0.2642816,-0.00219462,-9.84604,-9.274338,294,265,-176,-221,1187,1327,1262,-6.5571575,106.7339601
27,6,2,F450,14476,2.02,-3.72,-5.11,-1.14,347.55,321.85,0.06,0.04,-0.16498239999999995,-0.000371084,0.4973755,-2.996355,-0.2958131,-147,-9,1.12,0.53,0.93,0.23,200,4,554892600,14,216.29,0.031,196.918,-0.1036637,-0.01976293,0.02019465,-0.3670782,1.08157,-10.32479,-10.16757,296,263,-180,-212,1190,1350,1299,-6.557156599999999,106.7339481
28,6,2,F450,14486,-3.63,-3.63,-1.68,-1.68,320.06,320.02,0.0,0.01,0.0,0.0,0.4973755,-2.174227,0.008176899,-152,-1,1.12,0.53,0.93,0.2,200,4,554892800,14,216.31,0.011,196.918,0.002462256,5.58e-05,-0.0031324240000000004,-0.1196563,0.3857348,-10.28675,-9.939358,300,255,-192,-206,1070,1070,1070,-6.557156699999998,106.733948
29,6,2,F450,14496,-3.63,-3.63,-1.68,-1.68,320.06,320.01,0.01,0.01,0.0,0.0,0.4973755,-2.174227,0.01311049,-152,-1,1.12,0.53,0.93,0.17,200,4,554893000,14,216.28,0.051,196.918,0.002114775,0.000435861,-0.002576386,-0.1152651,0.3869972,-10.26336,-9.85978,306,263,-195,-209,1070,1070,1070,-6.557156699999998,106.733948
30,6,2,F450,14506,-3.64,-3.63,-1.68,-1.68,320.06,320.01,0.01,0.01,0.0,0.0,0.4973755,-2.174227,0.01905785,-152,-1,1.12,0.53,0.93,0.2,201,4,554893200,14,216.29,0.035,196.918,0.001822056,0.00046141,-0.0030020840000000003,-0.1143898,0.3966238,-10.28026,-9.85166,302,258,-196,-209,1070,1070,1070,-6.557156599999999,106.7339479
31,6,2,F450,14516,-3.64,-3.64,-1.68,-1.68,320.06,320.01,0.01,0.01,0.0,0.0,0.4973755,-2.174227,0.02177272,-152,-1,1.12,0.53,0.93,0.23,200,4,554893400,14,216.28,0.039,196.918,0.001366682,0.0006690460000000001,-0.002419263,-0.1116319,0.4014151,-10.29211,-9.870441,299,256,-191,-208,1070,1070,1070,-6.557156599999999,106.7339478
32,6,2,F450,14526,-3.64,-3.64,-1.68,-1.68,320.06,320.01,0.01,0.01,0.0,0.0,0.4973755,-2.174227,0.02354155,-152,-1,1.12,0.53,0.93,0.2,199,4,554893600,14,216.28,0.028,196.918,0.001009315,0.0008757060000000001,-0.003760525,-0.1186914,0.3893324,-10.26332,-9.893817,297,257,-196,-209,1070,1070,1070,-6.557156599999999,106.7339476
33,6,2,F450,14536,-3.64,-3.64,-1.69,-1.69,320.05,320.0,0.01,0.01,0.0,0.0,0.4973755,-2.174227,0.02685223,-152,-1,1.12,0.53,0.93,0.21,201,4,554893800,14,216.27,0.034,196.918,0.002260544,0.00093702,-0.003691985,-0.11278889999999997,0.3954716,-10.26753,-9.863199,304,254,-198,-211,1070,1070,1070,-6.5571565000000005,106.7339476
34,6,2,F450,14546,-3.64,-3.64,-1.69,-1.69,320.05,320.0,0.01,0.0,0.0,0.0,0.4973755,-2.174227,0.02789221,-152,-1,1.12,0.53,0.93,0.23,199,4,554894000,14,216.29,0.015,196.918,0.001162192,0.000239275,-0.004094246,-0.1102055,0.3880933,-10.28256,-9.727473,304,252,-194,-207,1070,1070,1070,-6.5571565000000005,106.73394740000002
35,6,2,F450,14556,-3.65,-3.65,-1.69,-1.69,320.04,319.99,0.01,0.01,0.0,0.0,0.4973755,-2.174227,0.03060804,-152,-1,1.12,0.53,0.93,0.18,201,4,554894200,14,216.28,0.036000000000000004,196.918,0.001829049,0.0006727160000000001,-0.00359833,-0.09779623,0.385447,-10.27418,-9.912562,294,260,-194,-211,1070,1070,1070,-6.5571565000000005,106.7339473
36,6,2,F450,14566,-3.65,-3.65,-1.69,-1.69,320.04,319.99,0.01,0.01,0.0,0.0,0.4973755,-2.174227,0.033438300000000004,-152,-1,1.12,0.53,0.93,0.22,200,4,554894400,14,216.25,0.023,196.918,0.002333672,0.000437194,-0.003344754,-0.09782858,0.3931743,-10.27188,-9.876949,305,257,-198,-211,1070,1070,1070,-6.5571565000000005,106.7339473
37,6,2,F450,14576,-3.65,-3.65,-1.69,-1.7,320.04,319.99,0.01,0.01,0.0,0.0,0.4973755,-2.112118,0.0362793,-152,-1,1.12,0.53,0.93,0.2,200,4,554894600,14,216.22,0.013,196.918,0.001777735,0.000152351,-0.002348411,-0.1038405,0.3815727,-10.27864,-9.920999,296,255,-199,-205,1070,1070,1070,-6.5571564,106.7339473
38,6,2,F450,14586,-4.32,-3.65,-1.23,-1.7,320.04,319.98,0.01,0.01,0.01425159,3.54e-05,0.4914693,-2.089633,0.03983245,1,0,1.12,0.53,0.93,0.21,200,4,554894800,14,216.22,0.024,196.918,0.0015007310000000002,0.001046266,-0.002674225,-0.09942175,0.3855134,-10.29143,-9.905661,304,258,-198,-209,1107,1107,1107,-6.5571565000000005,106.7339472
39,6,2,F450,14596,-4.45,-3.65,-0.91,-1.7,320.04,319.98,0.01,0.01,0.06208925,0.000154421,0.4821343,-1.9771330000000005,0.04354057,12,-1,1.12,0.53,0.93,0.19,200,4,554895000,14,216.19,0.044,196.918,-0.004304606,-0.003175475,0.01954761,-0.06072732,0.4369355,-10.25794,-9.692201,299,256,-191,-214,1156,1156,1156,-6.5571564,106.7339472
40,6,2,F450,14606,-4.45,-3.68,-0.71,-1.67,320.04,319.97,0.01,0.01,0.1457066,0.000361979,0.4740172,-1.7919439999999998,0.04907689,30,0,1.12,0.53,0.93,0.13,200,4,554895200,14,216.17,0.04,196.918,0.005273468000000001,-0.008122846,0.03270832,-0.3495009,0.5138775,-10.37679,-10.28381,295,256,-190,-217,1352,1328,1338,-6.5571564,106.7339472
41,6,2,F450,14616,-4.39,-3.7,-0.55,-1.67,320.04,320.0,0.01,0.01,0.2278125,0.000576198,0.4676448,-1.593625,0.05333672,50,-1,1.12,0.53,0.93,0.21,200,4,554895400,14,216.13,0.019,196.918,0.05833931,0.01566322,0.04733711,-0.7526104,0.06137433,-10.34676,-9.648741,307,260,-190,-237,1419,1391,1395,-6.5571565000000005,106.7339472
42,6,2,F450,14626,-4.33,-3.81,-0.36,-1.64,320.04,320.32,0.01,0.01,0.3553857,0.000874043,0.4633509,-1.395012,0.06117091,69,-1,1.12,0.53,0.93,0.18,200,4,554895600,14,216.11,0.006999999999999999,196.918,-0.02816929,-0.04146395,0.02693768,0.08262080000000001,0.6429114,-10.43318,-10.25681,302,257,-189,-245,1509,1465,1490,-6.5571564,106.7339472
43,6,2,F450,14636,-4.26,-3.9,-0.18,-1.61,320.04,320.64,0.01,0.01,0.5051126,0.001270235,0.4614668,-1.196727,0.07215629,87,2,1.12,0.53,0.93,0.17,200,4,554895800,14,216.1,0.08800001,196.918,0.02562694,0.1276004,0.08078407,-0.2219236,0.9442525,-10.56422,-10.75491,307,254,-187,-250,1581,1560,1590,-6.5571564,106.7339472
44,6,2,F450,14646,-4.31,-1.65,-0.18,0.69,320.04,321.75,0.01,0.02,0.5238545,0.000215828,0.4618548,-0.9857739,0.09711299,106,22,1.12,0.53,0.92,0.2,200,4,554896000,14,216.11,0.172,187.1123,0.12858540000000002,0.1188986,0.2933343,-0.3111618,0.06691533,-13.67072,-13.37455,308,254,-187,-265,1646,1582,1573,-6.5571565000000005,106.7339476
45,6,2,F450,14656,-5.04,-0.1,-1.53,1.74,320.04,325.85,0.02,0.03,0.5393831,0.000269353,0.462809,-0.7190167,0.1861418,121,51,1.12,0.52,0.92,0.22,200,4,554896200,14,216.19,0.116,187.1123,-0.218929,-0.1701313,0.4885393,-0.4716329000000001,0.9274688,-12.02892,-11.24845,330,226,-193,-262,1590,1594,1657,-6.557156699999998,106.7339477
46,6,2,F450,14666,-6.46,-2.69,-3.77,-0.16,320.04,331.84,0.02,0.04,0.5986406999999999,0.0006041530000000001,0.4629819000000001,-0.3913547,0.33465900000000004,135,86,1.12,0.52,0.92,0.19,200,4,554896400,14,216.26,0.472,125.9704,-0.03084278,-0.2482475,0.5630319,-0.3737013,-0.002783972,-10.85645,-10.98636,347,204,-190,-278,1598,1572,1665,-6.5571568,106.73394840000002
47,6,2,F450,14676,-7.03,-3.87,-5.29,-1.89,320.04,338.67,0.03,0.05,0.5705438,0.00168705,0.4629819000000001,-0.0146376,0.5333158,148,98,1.12,0.52,0.92,0.22,200,4,554896600,14,216.39,0.374,132.1133,0.07379853,-0.1537471,0.5390288000000001,0.30652490000000004,-0.631637,-11.03819,-11.2626,353,173,-188,-284,1599,1560,1723,-6.5571572,106.7339492
48,6,2,F450,14686,-6.83,-3.63,-5.77,-1.2,320.04,345.18,0.06,0.05,0.5825741,0.001303196,0.4629819000000001,0.4159407,0.7739456,160,120,1.12,0.52,0.92,0.21,200,4,554896800,14,216.56,0.531,164.1882,-0.004217196,0.2177513,0.5543602,-0.7690878999999999,-0.1710429,-11.3909,-9.716796,367,122,-197,-283,1602,1544,1722,-6.5571578,106.7339496
49,6,2,F450,14696,-7.13,-4.16,-6.17,-0.87,324.44,350.74,0.06,0.05,0.5888956,0.0015621189999999998,0.4629819000000001,0.9102211,1.065392,172,146,1.12,0.52,0.91,0.23,200,4,554897000,14,216.89,0.373,166.9069,0.08399317,-0.1674619,0.3545365,0.08993269,0.16573110000000002,-10.6375,-10.15201,386,90,-195,-277,1593,1551,1731,-6.5571584000000005,106.7339496
50,6,2,F450,14706,-6.84,-4.45,-7.03,-2.56,328.2,354.58,0.07,0.05,0.5776668,0.002370715,0.4629819000000001,1.410212,1.392177,182,162,1.12,0.52,0.91,0.25,200,4,554897200,14,217.19,0.331,166.2197,0.04712659,-0.21828470000000005,0.2277366,0.2590132,-0.4646757,-10.78599,-11.52975,383,61,-207,-280,1619,1529,1718,-6.557158900000001,106.7339498
51,6,2,F450,14716,-5.87,-4.9,-7.68,-3.92,330.45,356.91,0.07,0.04,0.5377208,0.003181517,0.4629819000000001,1.910203,1.7562060000000002,189,182,1.12,0.52,0.91,0.28,200,4,554897400,14,217.55,0.411,196.2127,-0.1319409,-0.12071760000000002,0.14405929999999995,-0.1084687,0.6521608,-11.43681,-12.22862,374,29,-207,-288,1622,1518,1704,-6.5571595,106.7339496
52,6,2,F450,14726,-4.66,-4.98,-7.44,-5.08,331.82,358.46,0.07,0.03,0.5641503000000001,0.004319906,0.4629819000000001,2.410194,2.143367,195,192,1.12,0.53,0.92,0.28,200,4,554897600,14,217.88,0.309,207.3973,0.06709205,-0.01674034,0.10304389999999998,0.07682192,0.6461334,-10.76499,-10.01302,372,24,-218,-294,1605,1538,1725,-6.5571600000000005,106.7339492
53,6,2,F450,14736,-3.49,-3.72,-6.46,-3.91,332.9,359.5,0.07,0.03,0.5426615,0.002348244,0.4629819000000001,2.910184,2.53245,201,199,1.12,0.53,0.92,0.26,200,4,554897800,14,218.23,0.14300000000000002,207.3973,0.07323773,0.04089368,0.06459072,0.5305814999999999,0.3020053,-10.5301,-9.405555,370,13,-227,-288,1611,1521,1691,-6.5571602,106.7339493
54,6,2,F450,14746,-2.03,-2.99,-5.78,-4.14,333.63,0.25,0.07,0.02,0.5649856,0.002359033,0.4629819000000001,3.410195,2.918575,206,206,1.12,0.53,0.92,0.27,200,4,554898000,14,218.52,0.425,237.7723,0.06890253,0.06162687,0.02131674,0.4293996,-0.6974412,-11.04603,-10.98126,367,5,-228,-289,1618,1512,1712,-6.557160499999998,106.7339492
55,6,2,F450,14756,-0.88,-1.5,-5.38,-2.59,335.15,1.7,0.07,0.03,0.5577591,0.000805795,0.4629819000000001,3.910211,3.3146440000000004,211,213,1.12,0.53,0.91,0.25,220,4,554898200,14,218.87,0.363,241.3336,0.2093428,0.1643808,0.1177745,0.310854,-0.1588546,-8.479017,-8.346467,377,2,-224,-285,1555,1581,1688,-6.557160700000002,106.7339489
56,6,2,F450,14766,-0.94,-0.46,-5.32,-1.07,336.21,2.84,0.08,0.03,0.5794704,0.000120282,0.4629819000000001,4.4102260000000015,3.718198,216,211,1.12,0.53,0.92,0.26,180,4,554898400,14,219.26,0.377,241.1558,-0.1961715,0.09725261,0.07746762,-0.5126619000000001,0.01960978,-10.75937,-10.10205,390,-11,-208,-273,1542,1603,1712,-6.5571609,106.7339487
57,6,2,F450,14776,-1.11,-2.48,-6.68,-1.52,337.25,3.76,0.07,0.02,0.5851699,0.000810385,0.4629819000000001,4.910241,4.123338,220,218,1.12,0.53,0.92,0.26,200,4,554898600,14,219.62,0.419,240.0135,-0.2994234000000001,-0.29461740000000003,0.07842194,0.4398551,0.6664213000000001,-9.698141,-10.35866,379,-22,-202,-275,1573,1577,1724,-6.557161200000001,106.73394840000002
58,6,2,F450,14786,-0.18,-3.09,-8.05,-3.71,338.06,4.68,0.06,0.02,0.5831485,0.002120078,0.4629819000000001,5.410256,4.5484300000000015,223,223,1.12,0.53,0.91,0.25,200,4,554898800,14,219.98,0.539,244.2442,0.03954566,-0.3094716,0.1287615,-0.1618268,-0.9284166,-9.9037,-10.36599,382,-17,-210,-287,1587,1552,1713,-6.5571614,106.733948
59,6,2,F450,14796,1.71,-3.76,-8.3,-6.11,339.68,6.49,0.05,0.02,0.5923007,0.004693091,0.4629819000000001,5.910272,4.993213,226,229,1.12,0.53,0.91,0.24,200,4,554899000,14,220.34,0.6829999999999999,254.0213,-0.2104982,-0.1926733,0.15920589999999998,-0.4264208,-0.7783518,-9.664242,-10.13536,363,-29,-234,-298,1549,1572,1736,-6.5571617,106.7339473
60,6,2,F450,14806,5.1,-5.36,-7.25,-7.07,341.49,8.23,0.04,0.02,0.5882288,0.007143736,0.4629819000000001,6.408057,5.430136,228,218,1.12,0.53,0.91,0.23,220,4,554899200,14,220.68,0.737,264.3983,0.1881128,0.04435626,0.09508438,-1.166758,-0.2039158,-9.547464,-9.478277,355,-25,-241,-314,1557,1607,1773,-6.5571618,106.7339462
61,6,2,F450,14816,10.03,-1.85,-6.03,-6.31,342.69,9.48,0.04,0.03,0.6086884,0.003976583,0.4629819000000001,6.849117999999999,5.847847,229,218,1.12,0.53,0.91,0.24,180,4,554899400,14,221.02,0.804,274.7515,0.6400414000000001,-0.05145191,0.002309164,0.151091,-0.6835974,-9.833208,-9.533749,359,-42,-242,-314,1556,1611,1760,-6.5571615,106.733945
62,6,2,F450,14826,14.05,4.6,-4.74,-6.04,343.13,10.07,0.04,0.04,0.6096908000000001,0.005327344,0.4629819000000001,7.210083,6.261752,226,221,1.12,0.53,0.91,0.23,200,4,554899600,14,221.36,0.7270001,279.8457,0.4779105,-0.03898942,0.06248216,-0.1068396,-0.5943930000000001,-11.53501,-9.052157,353,-69,-238,-294,1558,1609,1757,-6.557161099999999,106.7339439
63,6,2,F450,14836,15.31,9.61,-3.22,-7.02,343.69,10.39,0.04,0.04,0.5965608,0.01278543,0.4629819000000001,7.490921000000001,6.671542,221,214,1.12,0.53,0.9,0.23,200,4,554899800,14,221.75,0.481,283.7067,0.1333406,0.2291513,0.0344441,-0.3452265,-1.525761,-11.29074,-9.729415,346,-99,-225,-295,1579,1592,1752,-6.557160700000002,106.7339433
64,6,2,F450,14846,14.3,9.22,-0.97,-6.24,343.88,9.91,0.04,0.03,0.5500203,0.01070374,0.4629819000000001,7.691589,7.0798869999999985,211,214,1.12,0.53,0.9,0.22,200,4,554900000,14,222.14,0.431,297.8983,-0.2886887,0.046156,-0.1065786,-0.1686496,-1.618054,-9.094359,-8.526387,352,-113,-222,-288,1571,1573,1740,-6.5571601,106.7339429
65,6,2,F450,14856,13.21,6.69,1.37,-5.77,343.88,8.3,0.04,0.02,0.51335,0.005984306,0.4629819000000001,7.814425,7.485144,197,211,1.12,0.53,0.9,0.22,200,4,554900200,14,222.49,0.207,302.5383,-0.03413302,0.2315812,-0.1660537,-0.03921952,-0.7806236999999999,-10.23227,-9.461475,354,-91,-218,-292,1564,1547,1735,-6.5571595999999985,106.7339429
